vrfid,PEAK_totalbitbuffer(%),PEAK_totalByteBuffer(%),PEAK_totalflowbuffer(%),totalcostbuffer(%),PEAK_uplinkbytebuffer(%),PEAK_downlinkbytebuffer(%),PEAK_totalbitbuffer,PEAK_totalByteBuffer,PEAK_totalflowbuffer,totalcostbuffer,PEAK_uplinkbytebuffer,PEAK_downlinkbytebuffer
9,91.206010649,91.206010649,91.0314219524,96.9803053505,90.429115809,91.9963922983,182052136.0,6826955100.0,128296.5,0.620897505,3413525100.0,3413430000.0
2,6.22822328617,6.22822328617,6.37201860412,2.30780714674,6.90314554737,5.54158444834,12431870.9333,466195160.0,8980.5,0.0147752855,260580460.0,205614700.0
16,1.50155044692,1.50155044692,1.5336694185,0.440828568665,1.56961908808,1.43230014159,2997176.0,112394100.0,2161.5,0.002822319,59250100.0,53144000.0
1,0.939409384573,0.939409384573,0.932334774881,0.236802522337,0.974378148167,0.903833567069,1875112.0,70316700.0,1314.0,0.001516082,36780900.0,33535800.0
19,0.12480623338,0.12480623338,0.130555250059,0.0342564117237,0.123741407363,0.125889544659,249120.0,9342000.0,184.0,0.00021932,4671000.0,4671000.0
Total,100,100,100,100,100,100,199605414.933,7485203060.0,140936.5,0.6402305115,3774807560.0,3710395500.0
