vrfid,AGGR_uplinkbitbuffer(%),AGGR_uplinkbytebuffer(%),AGGR_uplinkflowbuffer(%),AGGR_uplinkcostbuffer(%),AGGR_uplinkbitbuffer,AGGR_uplinkbytebuffer,AGGR_uplinkflowbuffer,AGGR_uplinkcostbuffer
9,97.0429473166,97.0429473166,97.0544137478,96.5814646397,74503666.1556,33526649770.0,675802.5,0.310449198
2,2.28821017192,2.28821017192,2.28417392753,2.68978502824,1756748.44444,790536800.0,15905.0,0.008645982
16,0.405356304251,0.405356304251,0.40175897908,0.466542722259,311207.888889,140043550.0,2797.5,0.001499644
1,0.229214148424,0.229214148424,0.224683439775,0.228092129765,175976.666667,79189500.0,1564.5,0.000733174
19,0.0342720588335,0.0342720588335,0.0349699057751,0.0341154800226,26312.0,11840400.0,243.5,0.00010966
Total,100,100,100,100,76773911.1556,34548260020.0,696313.0,0.321437658
