vrfid,PEAK_totalbitbuffer(%),PEAK_totalByteBuffer(%),PEAK_totalflowbuffer(%),totalcostbuffer(%),PEAK_uplinkbytebuffer(%),PEAK_downlinkbytebuffer(%),PEAK_totalbitbuffer,PEAK_totalByteBuffer,PEAK_totalflowbuffer,totalcostbuffer,PEAK_uplinkbytebuffer,PEAK_downlinkbytebuffer
9,89.9463449369,89.9463449369,90.0129032258,96.8383351775,89.2554745688,90.6479939195,11958186.6667,448432000.0,8720.0,0.04282258,224216000.0,224216000.0
2,6.85039764921,6.85039764921,7.01419354839,2.48385993072,7.13634572285,6.55998835649,910746.666667,34153000.0,679.5,0.00109838,17927000.0,16226000.0
16,2.06095616331,2.06095616331,1.85806451613,0.505645660436,2.40120697274,1.71539693064,274000.0,10275000.0,180.0,0.0002236,6032000.0,4243000.0
1,0.971808526642,0.971808526642,0.929032258065,0.145746255882,1.03778955204,0.904798098226,129200.0,4845000.0,90.0,6.445e-05,2607000.0,2238000.0
19,0.170492723972,0.170492723972,0.185806451613,0.0264129754647,0.16918318359,0.17182269515,22666.6666667,850000.0,18.0,1.168e-05,425000.0,425000.0
Total,100,100,100,100,100,100,13294800.0,498555000.0,9687.5,0.04422069,251207000.0,247348000.0
