vrfid,AGGR_totalByteBuffer(%),AGGR_totalflowbuffer(%),AGGR_uplinkbytebuffer(%),AGGR_downlinkbytebuffer(%),AGGR_totalByteBuffer,AGGR_totalflowbuffer,AGGR_uplinkbytebuffer,AGGR_downlinkbytebuffer
34,88.8814349916,88.8860469722,83.0839599275,90.9358653855,8732457.0,7805298.0,2135792.0,6596665.0
47,11.1185650084,11.1139530278,16.9160400725,9.06413461452,1092381.0,975943.0,434851.0,657530.0
Total,100,100,100,100,9824838.0,8781241.0,2570643.0,7254195.0
