vrfid,downlinkbytebuffer(%),downlinkflowbuffer(%),downlinkcostbuffer(%),downlinkbytebuffer,downlinkflowbuffer,downlinkcostbuffer
1,0.624659427706,0.605313305683,0.284265559501,1410000.0,27.0,6.529e-05
2,2.79236054811,2.72390987557,2.74891631647,6303000.0,121.5,0.00063137
9,92.9661576357,93.1397825356,93.8607085697,209846000.0,4154.5,0.02155789
16,3.42853851845,3.32922318126,3.03540236051,7739000.0,148.5,0.00069717
19,0.188283870053,0.201771101894,0.0707071938474,425000.0,9.0,1.624e-05
Total,100,100,100,225723000.0,4460.5,0.02296796
