vrfid,AGGR_totalByteBuffer(%),AGGR_totalflowbuffer(%),AGGR_uplinkbytebuffer(%),AGGR_downlinkbytebuffer(%),AGGR_totalByteBuffer,AGGR_totalflowbuffer,AGGR_uplinkbytebuffer,AGGR_downlinkbytebuffer
9,93.6275402369,93.7176078237,92.780321786,94.4904513402,4657637000.0,93577.5,2328922000.0,2328715000.0
16,3.02337602356,2.93839289738,3.09175181608,2.95373373649,150402200.0,2934.0,77607500.0,72794700.0
2,3.00123976706,2.99698048583,3.78906171413,2.19882534279,149301000.0,2992.5,95111000.0,54190000.0
1,0.277527385778,0.265897516788,0.269187475711,0.286021772307,13806000.0,265.5,6757000.0,7049000.0
19,0.0703165866616,0.0811212763081,0.0696772080833,0.0709678081663,3498000.0,81.0,1749000.0,1749000.0
Total,100,100,100,100,4974644200.0,99850.5,2510146500.0,2464497700.0
