vrfid,AGGR_downlinkbitbuffer(%),AGGR_downlinkbytebuffer(%),AGGR_downlinkflowbuffer(%),downlinkcostbuffer(%),AGGR_downlinkbitbuffer,AGGR_downlinkbytebuffer,AGGR_downlinkflowbuffer,downlinkcostbuffer
9,94.4904513402,94.4904513402,94.5697653265,93.8607085697,5174922.22222,2328715000.0,46786.5,0.02155789
16,2.95373373649,2.95373373649,2.88339094051,3.03540236051,161766.0,72794700.0,1426.5,0.00069717
2,2.19882534279,2.19882534279,2.19210478443,2.74891631647,120422.222222,54190000.0,1084.5,0.00063137
1,0.286021772307,0.286021772307,0.272876114244,0.284265559501,15664.4444444,7049000.0,135.0,6.529e-05
19,0.0709678081663,0.0709678081663,0.0818628342732,0.0707071938474,3886.66666667,1749000.0,40.5,1.624e-05
Total,100,100,100,100,5476661.55556,2464497700.0,49473.0,0.02296796
