vrfid,PEAK_uplinkbytebuffer(%),PEAK_uplinkflowbuffer(%),uplinkcostbuffer(%),PEAK_uplinkbytebuffer,PEAK_uplinkflowbuffer,uplinkcostbuffer
1,0.689999132622,0.687472719337,0.265151370662,1591000.0,31.5,6.256e-05
2,4.39110070258,4.91051942383,4.95556722515,10125000.0,225.0,0.00116922
9,91.007893139,90.6700130947,91.3780877992,209846000.0,4154.5,0.02155981
16,3.72668921849,3.53557398516,3.33236275047,8593000.0,162.0,0.00078624
19,0.184317807269,0.196420776953,0.0688308545325,425000.0,9.0,1.624e-05
Total,100,100,100,230580000.0,4582.0,0.02359407
