vrfid,PEAK_totalByteBuffer(%),PEAK_totalflowbuffer(%),PEAK_uplinkbytebuffer(%),PEAK_downlinkbytebuffer(%),PEAK_totalByteBuffer,PEAK_totalflowbuffer,PEAK_uplinkbytebuffer,PEAK_downlinkbytebuffer
1,0.000596881961038,0.00688956787796,0.000417182004586,0.000952831170816,11969000000.0,95000.0,4629000000.0,7340000000.0
2,26.321162954,11.191620748,37.6654645298,9.9558803026,5.27806199486e+14,154320850.0,4.17931342655e+14,7.6693714122e+13
5,0.00156952674821,0.0265429667719,0.00134928502791,0.00192545890596,31472999480.0,366000.0,14971500030.0,14832500030.0
9,72.5289043167,84.8647180769,61.4747009966,88.5767131538,1.454388828e+15,1170196500.0,6.82115689998e+14,6.82338166993e+14
15,0.000297219190223,0.00442382779532,0.000201876796343,0.000437211905083,5960000000.0,61000.0,2240000000.0,3368000000.0
16,1.07473732132,3.69531038355,0.781633935958,1.39360412323,2.15512142075e+13,50954500.0,8.6729136199e+12,1.07354320238e+13
19,0.0727317800221,0.210494429114,0.0762321938809,0.0704869184274,1.4584570014e+12,2902500.0,8.4586300846e+11,5.429859949e+11
Total,100,100,100,100,2.00525410069e+15,1378896350.0,1.10958764978e+15,7.70335839634e+14
