vrfid,PEAK_uplinkbitbuffer(%),PEAK_uplinkbytebuffer(%),PEAK_uplinkflowbuffer(%),AGGR_uplinkcostbuffer(%),PEAK_uplinkbitbuffer,PEAK_uplinkbytebuffer,PEAK_uplinkflowbuffer,AGGR_uplinkcostbuffer
9,60.5365535835,60.5365535835,80.5991795901,54.8683634312,1.93125155066e+13,7.24219331497e+14,615195000.0,61709.588081
2,38.5401944576,38.5401944576,15.7788718905,44.0866601902,1.22951846286e+13,4.61069423574e+14,120436500.0,49583.57549
16,0.83286599173,0.83286599173,3.41009882389,0.985849523373,2.65702892353e+11,9.96385846323e+12,26028500.0,1108.769502
19,0.0882287517484,0.0882287517484,0.175820835686,0.0575891712715,28146946520.8,1.05551049453e+12,1342000.0,64.769638
5,0.00145038934471,0.00145038934471,0.0279059895687,0.00109040997272,462706663.2,17351499870.0,213000.0,1.226367
1,0.0005164109984,0.0005164109984,0.00576461756348,0.000296614786667,164746666.667,6178000000.0,44000.0,0.333598
15,0.000190415062213,0.000190415062213,0.00235825263961,0.000150659164359,60746666.6667,2278000000.0,18000.0,0.169444
Total,100,100,100,100,3.19022381741e+13,1.19633393153e+15,763277000.0,112468.43212
