vrfid,PEAK_totalbitbuffer(%),PEAK_totalByteBuffer(%),PEAK_totalflowbuffer(%),totalcostbuffer(%),PEAK_uplinkbytebuffer(%),PEAK_downlinkbytebuffer(%),PEAK_totalbitbuffer,PEAK_totalByteBuffer,PEAK_totalflowbuffer,totalcostbuffer,PEAK_uplinkbytebuffer,PEAK_downlinkbytebuffer
9,71.8071427459,71.8071427459,84.4490396176,66.5175233898,60.5365535835,88.2249173987,3.86341891467e+13,1.448782093e+15,1230330500.0,123439.008397,7.24219331497e+14,7.24562761504e+14
2,27.0123321979,27.0123321979,11.3681836401,32.0245691286,38.5401944576,10.2197899377,1.45333668981e+13,5.45001258678e+14,165622050.0,59429.1677759,4.61069423574e+14,8.39318351048e+13
16,1.09972689636,1.09972689636,3.96141495962,1.4050235543,0.83286599173,1.48846098407,5.91682878599e+11,2.21881079475e+13,57713500.0,2607.353754,9.96385846323e+12,1.22242494842e+13
19,0.0779815978728,0.0779815978728,0.179251564487,0.050874705839,0.0882287517484,0.0630546529956,41956213365.1,1.57335800119e+12,2611500.0,94.410058,1.05551049453e+12,5.1784750666e+11
5,0.00166883784168,0.00166883784168,0.0288285112329,0.00129384627598,0.00145038934471,0.00198704997283,897879993.067,33670499740.0,420000.0,2.401038,17351499870.0,16318999870.0
1,0.000853612507992,0.000853612507992,0.00875151233855,0.000481144769555,0.0005164109984,0.00134481117714,459266666.667,17222500000.0,127500.0,0.892878,6178000000.0,11044500000.0
15,0.000294111576277,0.000294111576277,0.00453019462231,0.000234230428997,0.000190415062213,0.000445165436518,158240000.0,5934000000.0,66000.0,0.43467,2278000000.0,3656000000.0
Total,100,100,100,100,100,100,5.38027105234e+13,2.01760164463e+15,1456891050.0,185573.668571,1.19633393153e+15,8.212677131e+14
