vrfid,PEAK_downlinkbitbuffer(%),PEAK_downlinkbytebuffer(%),PEAK_downlinkflowbuffer(%),AGGR_downlinkcostbuffer(%),PEAK_downlinkbitbuffer,PEAK_downlinkbytebuffer,PEAK_downlinkflowbuffer,AGGR_downlinkcostbuffer
9,88.2249173987,88.2249173987,88.6855593539,84.4391227124,1.93216736401e+13,7.24562761504e+14,615135500.0,61729.420316
2,10.2197899377,10.2197899377,6.51450904145,13.4676977517,2.23818226946e+12,8.39318351048e+13,45185550.0,9845.5922859
16,1.48846098407,1.48846098407,4.56810239066,2.04990001367,3.25979986246e+11,1.22242494842e+13,31685000.0,1498.584252
19,0.0630546529956,0.0630546529956,0.18302685766,0.0405448657839,13809266844.3,5.1784750666e+11,1269500.0,29.64042
5,0.00198704997283,0.00198704997283,0.0298436861249,0.0016068219693,435173329.867,16318999870.0,207000.0,1.174671
1,0.00134481117714,0.00134481117714,0.0120383951277,0.000765034116777,294520000.0,11044500000.0,83500.0,0.55928
15,0.000445165436518,0.000445165436518,0.00692027504345,0.000362800276528,97493333.3333,3656000000.0,48000.0,0.265226
Total,100,100,100,100,2.19004723493e+13,8.212677131e+14,693614050.0,73105.2364509
