vrfid,AGGR_uplinkbytebuffer(%),AGGR_uplinkflowbuffer(%),uplinkcostbuffer(%),AGGR_uplinkbytebuffer,AGGR_uplinkflowbuffer,uplinkcostbuffer
34,70.8994734299,66.2157514617,88.8888888889,6.9680012288e+14,10858880000.0,122880000.0
47,29.1005265701,33.7842485383,11.1111111111,2.8600001536e+14,5540360000.0,15360000.0
Total,100,100,100,9.8280013824e+14,16399240000.0,138240000.0
