vrfid,PEAK_uplinkbytebuffer(%),PEAK_uplinkflowbuffer(%),uplinkcostbuffer(%),PEAK_uplinkbytebuffer,PEAK_uplinkflowbuffer,uplinkcostbuffer
1,0.357546104629,0.313079777365,0.144058315672,779000.0,13.5,3.196e-05
2,2.85715597088,2.92207792208,2.72002473692,6225000.0,126.0,0.00060345
9,95.7893094174,95.8256029685,96.5104622577,208700000.0,4132.0,0.02141129
16,0.800921633605,0.730519480519,0.599131142649,1745000.0,31.5,0.00013292
19,0.195066873514,0.208719851577,0.0263235470439,425000.0,9.0,5.84e-06
Total,100,100,100,217874000.0,4312.0,0.02218546
