vrfid,AGGR_totalByteBuffer(%),AGGR_totalflowbuffer(%),AGGR_uplinkbytebuffer(%),AGGR_downlinkbytebuffer(%),AGGR_totalByteBuffer,AGGR_totalflowbuffer,AGGR_uplinkbytebuffer,AGGR_downlinkbytebuffer
9,97.3058347454,97.3283701644,97.0486550742,97.5643810946,4625796000.0,92952.0,2312898000.0,2312898000.0
2,2.08373248155,2.08264618574,2.29582850709,1.87050935704,99058000.0,1989.0,54715000.0,44343000.0
1,0.146343827597,0.141356075955,0.144803146814,0.147892695708,6957000.0,135.0,3451000.0,3506000.0
16,0.437542170877,0.419356358667,0.484236660624,0.390599542056,20800200.0,400.5,11540500.0,9259700.0
19,0.0265467745332,0.0282712151911,0.0264766113126,0.026617310608,1262000.0,27.0,631000.0,631000.0
Total,100,100,100,100,4753873200.0,95503.5,2383235500.0,2370637700.0
