vrfid,AGGR_downlinkbitbuffer(%),AGGR_downlinkbytebuffer(%),AGGR_downlinkflowbuffer(%),downlinkcostbuffer(%),AGGR_downlinkbitbuffer,AGGR_downlinkbytebuffer,AGGR_downlinkflowbuffer,downlinkcostbuffer
34,91.6875193713,91.6875193713,92.6216312946,88.8888888889,1.0674689162e+13,4.80361012288e+15,1.0227488e+11,122880000.0
47,8.31248062875,8.31248062875,7.37836870543,11.1111111111,9.67777811911e+11,4.3550001536e+14,8147360000.0,15360000.0
Total,100,100,100,100,1.16424669739e+13,5.23911013824e+15,1.1042224e+11,138240000.0
