vrfid,PEAK_totalByteBuffer(%),PEAK_totalflowbuffer(%),PEAK_uplinkbytebuffer(%),PEAK_downlinkbytebuffer(%),PEAK_totalByteBuffer,PEAK_totalflowbuffer,PEAK_uplinkbytebuffer,PEAK_downlinkbytebuffer
1,0.000553350848096,0.00613912858795,0.000342288329595,0.000861943447193,11017500000.0,89000.0,4034500000.0,7004000000.0
2,26.5089183677,11.1088325057,38.0116927534,9.83196297521,5.27806199486e+14,161046650.0,4.48037987724e+14,7.98927921578e+13
5,0.00148278438343,0.0259016043233,0.00127544715788,0.00178314241377,29522999740.0,375500.0,15033499870.0,14489499870.0
9,72.3475123691,84.8573806277,61.0942219738,88.6516916471,1.440476183e+15,1230192000.0,7.20108216499e+14,7.20367966504e+14
15,0.000288792137649,0.0040007804281,0.000189193945966,0.000433186883798,5750000000.0,58000.0,2230000000.0,3520000000.0
16,1.08240369042,3.84002493176,0.820409544527,1.46215006752,2.15512142075e+13,55669500.0,9.67004136923e+12,1.18811728382e+13
19,0.0588406454472,0.157720421532,0.0718687988516,0.0511170374806,1.17154751537e+12,2286500.0,8.4710650027e+11,4.153680055e+11
Total,100,100,100,100,1.99105143471e+15,1449717150.0,1.17868465009e+15,8.12582313006e+14
